enactment_id,activity_name,timestamp,agent_name
ORD_ece26018,seller_clerk_1: Queued Task (on_cancel_req),2020-01-28 06:26:40.940,seller_clerk_1
ORD_57057330,seller_accountant_1: Completed Task (send_invoice),2020-01-28 06:29:55.375,seller_accountant_1
ORD_98f3221d,seller_accountant_1: Started Task (on_pay),2020-01-28 06:29:55.384,seller_accountant_1
ORD_57057330,seller: Send invoice,2020-01-28 06:29:55.423,seller
ORD_fb7a399a,buyer_purchaser_1: Completed Task (on_invoice),2020-01-28 06:31:41.101,buyer_purchaser_1
ORD_57057330,buyer_purchaser_1: Received Task (on_invoice),2020-01-28 06:31:41.139,buyer_purchaser_1
ORD_57057330,buyer_purchaser_1: Started Task (on_invoice),2020-01-28 06:38:53.423,buyer_purchaser_1
ORD_fb7a399a,seller_clerk_2: Completed Task (send_delivery_req),2020-01-28 06:38:53.424,seller_clerk_2
ORD_57057330,seller_clerk_2: Started Task (send_delivery_req),2020-01-28 06:38:53.431,seller_clerk_2
ORD_fb7a399a,buyer_purchaser_1: Queued Task (send_pay),2020-01-28 06:38:53.465,buyer_purchaser_1
ORD_fb7a399a,seller: Send delivery_req,2020-01-28 06:38:53.470,seller
ORD_fb7a399a,logistics_warehouseman_1: Queued Task (on_delivery_req),2020-01-28 06:38:53.471,logistics_warehouseman_1
ORD_4d94d3f6,logistics_courier_1: Completed Task (send_deliver),2020-01-28 06:43:14.462,logistics_courier_1
ORD_89b45694,logistics_courier_1: Started Task (send_deliver),2020-01-28 06:43:14.467,logistics_courier_1
ORD_4d94d3f6,logistics: Send deliver,2020-01-28 06:43:14.507,logistics
ORD_57057330,buyer_purchaser_1: Completed Task (on_invoice),2020-01-28 06:43:53.631,buyer_purchaser_1
ORD_fb7a399a,buyer_purchaser_1: Started Task (send_pay),2020-01-28 06:43:53.637,buyer_purchaser_1
ORD_4d94d3f6,buyer_purchaser_1: Queued Task (on_deliver),2020-01-28 06:43:53.672,buyer_purchaser_1
ORD_2a4e47a7,logistics_warehouseman_1: Completed Task (on_delivery_req),2020-01-28 06:49:46.212,logistics_warehouseman_1
ORD_0503d988,logistics_warehouseman_1: Started Task (on_delivery_req),2020-01-28 06:49:46.216,logistics_warehouseman_1
ORD_57057330,buyer_purchaser_1: Queued Task (send_pay),2020-01-28 06:49:46.250,buyer_purchaser_1
ORD_2a4e47a7,logistics_courier_1: Queued Task (send_deliver),2020-01-28 06:49:46.255,logistics_courier_1
ORD_fb7a399a,buyer_purchaser_1: Completed Task (send_pay),2020-01-28 06:58:53.841,buyer_purchaser_1
ORD_4d94d3f6,buyer_purchaser_1: Started Task (on_deliver),2020-01-28 06:58:53.846,buyer_purchaser_1
ORD_fb7a399a,buyer: Send pay,2020-01-28 06:58:53.982,buyer
ORD_98f3221d,seller_accountant_1: Completed Task (on_pay),2020-01-28 06:59:56.100,seller_accountant_1
ORD_622c8921,seller_accountant_1: Started Task (send_invoice),2020-01-28 06:59:56.107,seller_accountant_1
ORD_fb7a399a,seller_accountant_1: Queued Task (on_pay),2020-01-28 06:59:56.147,seller_accountant_1
ORD_57057330,seller_clerk_2: Completed Task (send_delivery_req),2020-01-28 07:08:54.048,seller_clerk_2
ORD_57057330,seller: Send delivery_req,2020-01-28 07:08:54.094,seller
ORD_57057330,logistics_warehouseman_1: Queued Task (on_delivery_req),2020-01-28 07:08:54.095,logistics_warehouseman_1
ORD_5ec8c6dd,seller_clerk_1: Completed Task (on_order),2020-01-28 07:12:25.474,seller_clerk_1
ORD_ece26018,seller_clerk_1: Started Task (on_cancel_req),2020-01-28 07:12:25.480,seller_clerk_1
ORD_5ec8c6dd,seller_clerk_2: Received Task (send_delivery_req),2020-01-28 07:12:25.519,seller_clerk_2
ORD_5ec8c6dd,seller_accountant_1: Queued Task (send_invoice),2020-01-28 07:12:25.519,seller_accountant_1
ORD_4d94d3f6,buyer_purchaser_1: Completed Task (on_deliver),2020-01-28 07:12:57.285,buyer_purchaser_1
ORD_5ec8c6dd,seller_clerk_2: Started Task (send_delivery_req),2020-01-28 07:12:57.287,seller_clerk_2
ORD_57057330,buyer_purchaser_1: Started Task (send_pay),2020-01-28 07:12:57.292,buyer_purchaser_1
ORD_622c8921,seller_accountant_1: Completed Task (send_invoice),2020-01-28 07:27:11.164,seller_accountant_1
ORD_6f9e40a5,seller_accountant_1: Started Task (on_pay),2020-01-28 07:27:11.171,seller_accountant_1
ORD_622c8921,seller: Send invoice,2020-01-28 07:27:11.211,seller
ORD_f282d233,buyer_purchaser_1: Queued Task (send_order),2020-01-28 07:27:11.212,buyer_purchaser_1
ORD_57057330,buyer_purchaser_1: Completed Task (send_pay),2020-01-28 07:27:57.492,buyer_purchaser_1
ORD_f282d233,buyer_purchaser_1: Started Task (send_order),2020-01-28 07:27:57.494,buyer_purchaser_1
ORD_622c8921,buyer_purchaser_1: Queued Task (on_invoice),2020-01-28 07:27:57.538,buyer_purchaser_1
ORD_57057330,buyer: Send pay,2020-01-28 07:27:57.642,buyer
ORD_f282d233,buyer_purchaser_1: Completed Task (send_order),2020-01-28 07:32:57.602,buyer_purchaser_1
ORD_622c8921,buyer_purchaser_1: Started Task (on_invoice),2020-01-28 07:32:57.606,buyer_purchaser_1
ORD_57057330,seller_accountant_1: Queued Task (on_pay),2020-01-28 07:32:57.646,seller_accountant_1
ORD_f282d233,buyer: Send order,2020-01-28 07:32:57.747,buyer
ORD_622c8921,buyer_purchaser_1: Completed Task (on_invoice),2020-01-28 07:37:57.705,buyer_purchaser_1
ORD_f282d233,seller_clerk_1: Queued Task (on_order),2020-01-28 07:37:57.752,seller_clerk_1
ORD_0503d988,logistics_warehouseman_1: Completed Task (on_delivery_req),2020-01-28 07:38:35.361,logistics_warehouseman_1
ORD_14da73d8,logistics_warehouseman_1: Started Task (on_delivery_req),2020-01-28 07:38:35.367,logistics_warehouseman_1
ORD_622c8921,buyer_purchaser_1: Received Task (send_pay),2020-01-28 07:38:35.400,buyer_purchaser_1
ORD_0503d988,logistics_courier_1: Queued Task (send_deliver),2020-01-28 07:38:35.407,logistics_courier_1
ORD_5ec8c6dd,seller_clerk_2: Completed Task (send_delivery_req),2020-01-28 07:42:57.918,seller_clerk_2
ORD_622c8921,buyer_purchaser_1: Started Task (send_pay),2020-01-28 07:42:57.920,buyer_purchaser_1
ORD_752a4434,buyer_purchaser_1: Queued Task (send_order),2020-01-28 07:42:57.961,buyer_purchaser_1
ORD_5ec8c6dd,seller: Send delivery_req,2020-01-28 07:42:57.965,seller
ORD_5ec8c6dd,logistics_warehouseman_1: Queued Task (on_delivery_req),2020-01-28 07:42:57.966,logistics_warehouseman_1
ORD_ece26018,seller_clerk_1: Completed Task (on_cancel_req),2020-01-28 07:52:40.562,seller_clerk_1
ORD_f282d233,seller_clerk_1: Started Task (on_order),2020-01-28 07:52:40.568,seller_clerk_1
ORD_6f9e40a5,seller_accountant_1: Completed Task (on_pay),2020-01-28 07:57:11.900,seller_accountant_1
ORD_fb7a399a,seller_accountant_1: Started Task (on_pay),2020-01-28 07:57:11.905,seller_accountant_1
ORD_622c8921,buyer_purchaser_1: Completed Task (send_pay),2020-01-28 07:57:58.230,buyer_purchaser_1
ORD_752a4434,buyer_purchaser_1: Started Task (send_order),2020-01-28 07:57:58.239,buyer_purchaser_1
ORD_622c8921,buyer: Send pay,2020-01-28 07:57:58.371,buyer
ORD_752a4434,buyer_purchaser_1: Completed Task (send_order),2020-01-28 08:02:58.330,buyer_purchaser_1
ORD_622c8921,seller_accountant_1: Queued Task (on_pay),2020-01-28 08:02:58.377,seller_accountant_1
ORD_752a4434,buyer: Send order,2020-01-28 08:02:58.476,buyer
ORD_f282d233,seller_clerk_1: Completed Task (on_order),2020-01-28 08:26:06.357,seller_clerk_1
ORD_f282d233,seller_clerk_2: Received Task (send_reject),2020-01-28 08:26:06.406,seller_clerk_2
ORD_752a4434,seller_clerk_1: Received Task (on_order),2020-01-28 08:26:06.407,seller_clerk_1
ORD_f282d233,seller_clerk_2: Started Task (send_reject),2020-01-28 08:27:12.319,seller_clerk_2
ORD_752a4434,seller_clerk_1: Started Task (on_order),2020-01-28 08:27:12.320,seller_clerk_1
ORD_fb7a399a,seller_accountant_1: Completed Task (on_pay),2020-01-28 08:27:12.321,seller_accountant_1
ORD_5ec8c6dd,seller_accountant_1: Started Task (send_invoice),2020-01-28 08:27:12.326,seller_accountant_1
ORD_f282d233,seller_clerk_2: Completed Task (send_reject),2020-01-28 08:32:12.425,seller_clerk_2
ORD_f282d233,seller: Send reject,2020-01-28 08:32:12.472,seller
ORD_14da73d8,logistics_warehouseman_1: Completed Task (on_delivery_req),2020-01-28 08:39:13.945,logistics_warehouseman_1
ORD_dede912f,logistics_warehouseman_1: Started Task (on_delivery_req),2020-01-28 08:39:13.952,logistics_warehouseman_1
ORD_14da73d8,logistics_courier_1: Queued Task (send_deliver),2020-01-28 08:39:13.997,logistics_courier_1
ORD_5ec8c6dd,seller_accountant_1: Completed Task (send_invoice),2020-01-28 08:57:11.581,seller_accountant_1
ORD_57057330,seller_accountant_1: Started Task (on_pay),2020-01-28 08:57:11.586,seller_accountant_1
ORD_f282d233,buyer_purchaser_1: Received Task (on_reject),2020-01-28 08:57:11.621,buyer_purchaser_1
ORD_5ec8c6dd,seller: Send invoice,2020-01-28 08:57:11.628,seller
ORD_752a4434,seller_clerk_1: Completed Task (on_order),2020-01-28 09:12:57.521,seller_clerk_1
ORD_f282d233,buyer_purchaser_1: Started Task (on_reject),2020-01-28 09:12:57.522,buyer_purchaser_1
ORD_752a4434,seller_clerk_2: Received Task (send_delivery_req),2020-01-28 09:12:57.568,seller_clerk_2
ORD_752a4434,seller_accountant_1: Queued Task (send_invoice),2020-01-28 09:12:57.568,seller_accountant_1
ORD_752a4434,seller_clerk_2: Started Task (send_delivery_req),2020-01-28 09:17:57.619,seller_clerk_2
